  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577  -1.21556  -2.05799  -3.16974  -3.42521  -3.07589  -4.17262  -2.00499   3.61890   6.68998   6.33558   5.25071   3.95372   2.28931   1.04648   0.49274   1.12941   3.09326   4.85782   4.78577
   0.00000  -1.56646  -1.45056  -2.00739  -2.06398  -1.93258  -2.87868  -1.14992   3.30936   5.56611   4.81760   4.34369   4.38254   3.25817   0.98244  -0.51780   0.22542   2.89389   6.97333  13.13734
   0.00000  -1.43869  -0.67187  -0.49615  -0.08133   0.43012  -0.26235   0.59654   3.37358   4.42781   3.04704   3.22246   5.07604   4.61749   0.50039  -3.04076  -2.65884   0.67252   5.92751  12.12552
  -7.52080  -2.58189  -0.62006   0.54201   1.38255   2.21448   1.60674   1.86298   3.95979   5.26850   4.31477   4.82518   7.22636   6.05349  -0.80749  -6.13128  -4.50623   0.37781   6.64239  15.04160
  -3.52464  -1.15635   0.15226   1.92125   2.62684   3.12217   2.42507   2.66677   4.60518   6.71411   6.77395   6.82063   8.02486   5.36381  -3.80527 -10.17989  -6.15335   1.21227   8.47673  17.62318
   3.32678   0.36933   0.67214   2.62553   2.63966   2.03929   1.32685   2.32712   4.76597   7.83828   8.90339   8.30052   7.96708   3.99598  -6.29159 -12.76740  -6.37571   3.25355  10.98347  19.96069
  -3.16082  -2.05637  -1.01450   0.39586  -0.10183  -1.07985  -1.03767   1.14020   4.52999   8.47184   9.84951   8.31426   6.34105   0.91146  -9.09135 -13.89780  -4.91459   6.38108  13.21097  15.80410
  -9.06609  -5.79731  -4.41589  -3.77611  -4.04468  -4.24119  -2.81187   0.39972   4.52008   9.05201  10.36485   7.84768   3.82669  -3.58996 -12.12808 -13.45834  -1.16304  11.73164  18.71406  24.17623
  -8.71995  -8.71058  -7.66522  -7.13456  -6.96718  -6.26427  -3.41087   0.69077   5.11976   9.55630  10.57000   7.22723   1.15424  -7.73680 -14.43473 -12.69023   1.87841  15.69108  21.10432  20.34654
 -16.86996 -12.36012 -10.42412  -9.60775  -8.89297  -7.22985  -3.04850   2.09732   6.83973  10.56086  10.89099   6.86885  -0.24968  -9.09850 -14.32157 -11.11696   3.51130  16.80107  21.30304  22.49329
 -13.67303 -13.21809 -11.80945 -10.71429  -9.39870  -7.11311  -2.49041   3.39831   9.00165  12.66101  12.68777   8.34510   0.77687  -8.04630 -13.15774 -10.15877   2.78898  14.52388  17.70398  16.40764
 -18.71420 -14.20747 -11.86123  -9.87152  -7.71731  -5.09514  -0.94628   4.93502  11.17998  14.76572  14.13388   9.48719   1.91334  -6.28479 -10.65905  -7.74133   2.76533  12.12436  15.45640  18.71420
 -13.13253 -11.70374  -9.61934  -6.95022  -4.59119  -2.33989   0.65117   6.32301  14.26305  19.08191  17.24067  11.16722   3.01130  -5.32274  -9.80538  -7.23801   1.15413   8.62448  12.24833  13.13253
 -10.36914  -9.28129  -6.85075  -3.96634  -1.93465   0.01134   2.47351   7.47366  15.81412  21.05966  18.28777  11.80226   4.04442  -3.79203  -8.60036  -6.51116   0.64729   6.92996  12.05370  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74199  29.85845  22.06929  12.96374   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
