  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577   0.00000  -2.24643   0.00000  -2.14435  -6.32159  -6.23482  -2.05704   6.12927   8.14473   4.07236   6.12927   6.17111   2.07827   0.00000   0.00000   2.19046   6.73930   6.94028   4.78577
   0.00000   0.00000   0.00000  -2.01492  -3.95017  -3.88594  -3.83593   0.00000   5.66264   3.76314   0.00000   3.77509   5.69881   3.83593   0.00000  -1.97508   0.00000   4.12652  10.60535  13.13734
   0.00000   0.00000   0.00000   0.00000   0.00000  -1.80647  -1.78474   1.76878   1.75830  -1.75311  -1.75311  12.30811  10.61267  -5.35421  -3.61295  -3.66881   0.00000   5.73330   7.84552  12.12552
  -7.52080  -1.82810   3.56824   1.74736  -1.71709  -5.07814   0.00000   9.95909  11.55506   3.29241   3.29241   9.90433   1.65985 -10.04253 -11.84900  -5.15127   1.74736   7.13647  12.79670  15.04160
  -3.52464   1.71652   5.03372   3.29137  -1.61919  -3.19578   1.58135   6.27692  14.05159  14.01621   6.22943   0.00000  -3.13846 -11.06945 -12.78312  -3.23838   3.29137   8.38954  13.73216  17.62318
   3.32678   3.24607   3.17818   0.00000  -4.61300  -1.51909   4.51410   8.96508  13.38566  11.87114   5.93557  -1.48730  -8.96508 -15.04700 -12.15272  -1.53767   4.68250  11.12362  17.85337  19.96069
  -3.16082   0.00000   1.51504  -5.96132  -8.82094  -2.90810   5.76650  11.46056  14.26661  12.81371   4.27123  -1.42666 -11.46056 -20.18274 -13.08646   0.00000  10.43230  16.66539  16.99325  15.80410
  -9.06609 -10.35818 -10.17581 -10.02559  -9.90376  -4.20305   5.56173  11.06209  13.77776  13.75323   6.87661  -2.75555 -17.97589 -25.02776 -16.81220   0.00000  18.61896  23.25900  22.19611  24.17623
  -8.71995 -12.83389 -14.03414 -12.46499 -10.96175  -5.43447   1.34981   9.40443  14.73352  16.04895  10.69930  -2.67882 -28.21330 -40.49438 -17.66203  10.96175  22.15999  29.47169  28.51975  20.34654
 -16.86996 -15.20400 -13.62914 -14.82178 -13.35216  -3.97739   0.00000   5.25523  14.41713  15.70936  13.09114  -1.31065 -23.64854 -31.65050 -15.90955   2.67043  16.16921  29.98410  29.02582  22.49329
 -13.67303 -14.81910 -17.30489 -18.46005 -14.39833  -5.20699   5.18626  11.63723  15.49003  18.05711  12.89794   2.58167 -12.93025 -24.63474 -16.92271  -1.30894   7.91145  21.29833  24.24943  16.40764
 -18.71420 -15.84104 -18.30175 -16.86966  -7.74428   0.00000   3.84803   8.96481  16.63431  21.74408  19.18595   5.11825  -8.96481 -12.82678 -10.28704  -5.16286   6.48833  11.76541  14.52095  18.71420
 -13.13253 -14.30107 -12.90593  -8.98877  -5.12016  -1.27779   3.83038   7.65931  16.59640  26.81222  21.70513  11.48981  -3.82965 -11.49113  -6.38893  -3.84012  -1.28411   5.16237  11.70088  13.13253
 -10.36914  -9.00595  -6.40274  -3.83230  -1.27655   0.00000   1.27878   6.40298  19.23214  28.22646  21.81135  12.82143   5.12239  -7.67267 -12.77221  -6.38276   0.00000   3.84165  11.57908  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74199  29.85845  22.06929  12.96374   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
