  21.12097  10.18768   9.87394   9.61219   0.00000   4.61171   9.08851   4.49475   4.46225   4.44615   8.89229  13.38674   8.98949   9.08851   9.22341  14.09524  14.41828  14.81091  10.18768  10.56048
  11.96443  12.45944   9.31929   8.25038   4.81351   4.11833   4.35179   1.76564   1.83686   4.58559   7.85970  10.06141   8.82819   9.21142   8.58208  10.90980   9.88265   8.55567  -2.11724   9.57155
  10.94779  12.29049   8.09173   7.56862   4.54835   1.39764   0.46935  -2.11877  -1.57314   0.25523   1.22178   1.83157   1.10991   3.44378   2.83201   6.40195   3.19031   4.17042  -6.83371  13.13734
  20.20920  14.93636   8.88349   5.97875   2.62198  -1.55496  -1.71952  -4.69069  -4.40026  -4.51305  -5.67914  -5.85205  -5.92963  -2.02926  -2.87597   2.26613  -2.00128   1.21224  -9.16720  14.14644
  26.32281  12.67234   5.16142  -0.08938  -0.19135  -3.77089  -2.53601  -6.36142  -8.37679 -10.67936 -12.24398 -11.78599 -10.18771  -5.15524  -5.35901   0.36696  -3.13078   2.14573  -7.43513  11.28120
  22.91013   4.67489  -0.69695  -6.88815  -2.24479  -4.92895  -3.56370  -7.50924 -10.63385 -13.16898 -13.09737 -11.61828  -8.67800  -3.67022  -3.15341   0.70347  -2.63910   1.56731  -6.61113  12.33622
   8.31695  -9.66799  -5.92762  -9.00514  -2.27069  -4.34224  -4.40835  -8.28426 -11.16247 -12.70542 -10.07484  -6.64396  -2.22468   2.45014   3.76775   4.49253   0.70104   3.36590  -3.53582  13.30712
  -7.90205 -20.27892  -7.01564  -6.36332  -1.35104  -2.77723  -3.90808  -7.41219  -9.88536 -11.56989  -7.91966  -2.63568   2.87814   6.96351   8.53575   6.52256   1.06893   2.05024  -2.92018   9.48246
  -7.55507 -22.45559  -6.42087  -3.85854  -1.24911  -3.06420  -4.78370  -7.88563  -8.77483  -9.32711  -4.70788   1.42012   5.98866   8.70967   9.60377   7.42601   2.34878   2.53025  -0.95011   9.06609
   1.45332 -15.78192  -3.22877  -4.88041  -4.51403  -5.62400  -5.18821  -7.53173  -7.95513  -9.11903  -5.70716  -0.44967   2.35663   4.48527   5.36483   4.85310   2.46121   1.68688  -1.05182  11.62660
   8.43498 -12.51756  -3.13830  -6.96243  -6.02797  -6.73991  -3.64869  -4.66229  -4.93701  -7.19823  -6.95003  -4.22679  -3.85954  -3.74875  -3.70486  -2.96481  -0.35146   0.47451   0.22375  12.65247
  15.04033  -5.15972   1.01300  -6.44131  -5.67982 -11.87455 -11.21734 -11.71843  -9.72598 -10.47904 -11.96913 -10.82034 -10.96734 -11.56889 -11.75736 -11.19933  -5.00514  -3.22269   0.23831   5.46921
  20.05093  -6.73601  -4.44783  -9.17048  -2.22323  -6.61406  -3.43116  -1.25957   1.30806  -2.29919  -8.04477 -12.06910 -15.22919 -18.02472 -18.90541 -19.17103 -12.29996  -9.06911  -0.35313  -1.33673
  23.63856   0.72810   1.31942  -7.33422  -4.44106  -9.09348  -7.54317  -8.49294  -7.15610  -4.07892  -0.61186  -3.41250  -9.45672 -17.21548 -21.19017 -23.37941 -19.47513 -14.88834  -3.00744  -3.93976
  14.25756   0.90026   6.13191  -1.99215  -6.32245 -12.05643 -12.77368 -13.32417 -10.00382  -2.15795   4.00986   0.18858  -8.03695 -17.38288 -21.65951 -20.27939 -16.93246 -12.08509  -3.90052  -3.88843
   5.13894   7.67340   7.65983   5.10901   2.56000   2.56817   0.00000   0.00000   0.00000  -2.59639  -2.59639  -2.59275  -2.58606  -2.57739 -10.27269  -2.56000  -2.55451  -2.55328  -5.11560   0.00000
