 5820. 5810. 5800. 5800. 5780. 5780. 5770. 5750. 5750. 5780. 5800. 5820. 5830. 5840. 5840. 5850. 5850. 5860. 5870. 5880.
 5780. 5788. 5825. 5796. 5815. 5814. 5850. 5850. 5866. 5837. 5819. 5789. 5774. 5741. 5726. 5691. 5663. 5615. 5637. 5860.
 5770. 5818. 5893. 5854. 5868. 5844. 5884. 5868. 5885. 5862. 5853. 5811. 5811. 5773. 5774. 5728. 5702. 5600. 5554. 5840.
 5730. 5867. 5900. 5844. 5853. 5819. 5841. 5816. 5847. 5835. 5835. 5802. 5794. 5756. 5760. 5712. 5693. 5608. 5539. 5800.
 5670. 5912. 5953. 5878. 5890. 5847. 5876. 5832. 5856. 5817. 5797. 5756. 5756. 5736. 5756. 5713. 5697. 5596. 5521. 5770.
 5590. 5934. 5956. 5862. 5883. 5835. 5864. 5804. 5802. 5755. 5726. 5683. 5691. 5699. 5749. 5699. 5684. 5582. 5512. 5740.
 5540. 5946. 5963. 5868. 5884. 5843. 5847. 5778. 5760. 5724. 5694. 5635. 5667. 5696. 5760. 5705. 5695. 5577. 5502. 5700.
 5540. 5900. 5901. 5822. 5834. 5797. 5783. 5719. 5686. 5648. 5638. 5598. 5650. 5682. 5756. 5693. 5679. 5573. 5511. 5660.
 5590. 5858. 5874. 5816. 5831. 5793. 5770. 5693. 5639. 5601. 5597. 5585. 5661. 5704. 5770. 5704. 5683. 5568. 5499. 5640.
 5590. 5809. 5822. 5763. 5779. 5737. 5706. 5616. 5571. 5540. 5539. 5558. 5647. 5699. 5756. 5694. 5660. 5544. 5484. 5600.
 5580. 5793. 5831. 5773. 5790. 5733. 5692. 5595. 5552. 5510. 5522. 5542. 5617. 5681. 5744. 5701. 5672. 5545. 5477. 5560.
 5530. 5797. 5813. 5692. 5695. 5632. 5608. 5499. 5455. 5408. 5415. 5438. 5534. 5613. 5678. 5669. 5634. 5540. 5504. 5510.
 5470. 5784. 5819. 5718. 5730. 5642. 5607. 5501. 5454. 5373. 5364. 5391. 5483. 5570. 5635. 5648. 5616. 5548. 5528. 5520.
 5380. 5843. 5841. 5679. 5664. 5559. 5499. 5380. 5279. 5164. 5162. 5208. 5312. 5429. 5525. 5572. 5561. 5499. 5509. 5520.
 5290. 5707. 5773. 5677. 5628. 5571. 5509. 5415. 5259. 5118. 5088. 5127. 5219. 5347. 5475. 5545. 5551. 5497. 5504. 5550.
 5270. 5220. 5190. 5180. 5180. 5180. 5190. 5200. 5240. 5360. 5470. 5530. 5570. 5570. 5540. 5470. 5460. 5470. 5500. 5550.
